source,title,doi,url,pdf_url,local_pdf,year,venue,query,abstract
arxiv,"On the nonexistence of automorphic eigenfunctions of exponential growth
  on SL(3,Z)\SL(3,R)/SO(3,R)",,http://arxiv.org/abs/1811.02027v1,http://arxiv.org/pdf/1811.02027v1,/home/admin/dev/VRA/Novelty/math_search/papers/On_the_nonexistence_of_automorphic_eigenfunctions_of_exponential_growth_on_SL_3_Z_SL_3_R_SO_3_R_.pdf,,,unit circle representation modular exponentiation,"It is well-known that there are automorphic eigenfunctions on
SL(2,Z)\SL(2,R)/SO(2,R) -- such as the classical $j$-function -- that have
exponential growth and have exponentially growing Fourier coefficients (e.g.,
negative powers of $q=e^{2\pi i z}$, or an I-Bessel function). We show that
this phenomenon does not occur on the quotient SL(3,Z)\SL(3,R)/SO(3,R) and
eigenvalues in general position (a removable technical assumption).
  More precisely, if such an automorphic eigenfunction has at most exponential
growth, it cannot have non-decaying Whittaker functions in its Fourier
expansion. This confirms part of a conjecture of Miatello and Wallach, who
assert all automorphic eigenfunctions on this quotient (among other rank $\ge$
2 examples) always have moderate growth. We additionally confirm their
conjecture under certain natural hypotheses, such as the absolute convergence
of the eigenfunction's Fourier expansion."
arxiv,"Quantum Drinfeld Modules I: Quantum Modular Invariant and Hilbert Class
  Fields",,http://arxiv.org/abs/1607.03027v3,http://arxiv.org/pdf/1607.03027v3,/home/admin/dev/VRA/Novelty/math_search/papers/Quantum_Drinfeld_Modules_I_Quantum_Modular_Invariant_and_Hilbert_Class_Fields.pdf,,,unit circle representation modular exponentiation,"This is the first of a series of two papers in which we present a solution to
Manin's Real Multiplication program -- an approach to Hilbert's 12th problem
for real quadratic extensions of $\mathbb{Q}$ -- in positive characteristic,
using quantum analogs of the exponential function and the modular invariant. In
this first paper, we treat the problem of Hilbert class field generation. If
$k=\mathbb{F}_{q}(T)$ and $k_{\infty}$ is the analytic completion of $k$, we
introduce the quantum modular invariant \[ j^{\rm qt}: k_{\infty}\multimap
k_{\infty}\] as a multivalued, modular invariant function. Then if
$K=k(f)\subset k_{\infty}$ is a real quadratic extension of $k$ where $f$ is a
quadratic unit, we show that the Hilbert class field $H_{\mathcal{O}_{K}}$
(associated to $\mathcal{O}_{K}=$ integral closure of $\mathbb{F}_{q}[T]$ in
$K$) is generated over $K$ by the product of the multivalues of $j^{\rm
qt}(f)$."
arxiv,On modular representations of C-recursive integer sequences,,http://arxiv.org/abs/2502.16928v1,http://arxiv.org/pdf/2502.16928v1,/home/admin/dev/VRA/Novelty/math_search/papers/On_modular_representations_of_C-recursive_integer_sequences.pdf,,,unit circle representation modular exponentiation,"Prunescu and Sauras-Altuzarra showed that all C-recursive sequences of
natural numbers have an arithmetic div-mod representation that can be derived
from their generating function. This representation consists of computing the
quotient of two exponential polynomials and taking the remainder of the result
modulo a third exponential polynomial, and works for all integers $n \geq 1$.
Using a different approach, Prunescu proved the existence of two other
representations, one of which is the mod-mod representation, consisting of two
successive remainder computations. This result has two weaknesses: (i) the
representation works only ultimately, and (ii) a correction term must be added
to the first exponential polynomial. We show that a mod-mod representation
without inner correction term holds for all integers $n \geq 1$. This follows
directly from the div-mod representation by an arithmetic short-cut from
outside."
arxiv,Characterization of expansive polynomials by special determinants,,http://arxiv.org/abs/1910.13702v3,http://arxiv.org/pdf/1910.13702v3,/home/admin/dev/VRA/Novelty/math_search/papers/Characterization_of_expansive_polynomials_by_special_determinants.pdf,,,unit circle representation modular exponentiation,"A polynomial is expansive if all of its roots lie outside the unit circle. We
define some special determinants involving the coefficients of a real
polynomial and formulate necessary and sufficient conditions for expansivity
using these determinants. We show how these conditions can be turned into an
algorithm, which, for integer polynomials, avoids exponential coefficient
growth. We also examine the question how close the roots of an expansive
polynomial can be to the unit circle if the coefficients are integers. We give
several lower bounds on this distance in terms of different measures of the
polynomial (e.g. its height). The simplest one is derived by Liouville's
inequality, but then we improve this result and give different bounds using our
special determinants."
arxiv,Stable mixing for cat maps and quasi-morphisms of the modular group,,http://arxiv.org/abs/math/0009143v2,http://arxiv.org/pdf/math/0009143v2,/home/admin/dev/VRA/Novelty/math_search/papers/Stable_mixing_for_cat_maps_and_quasi-morphisms_of_the_modular_group.pdf,,,unit circle representation modular exponentiation,"It is well-known that the action of a hyperbolic element (``cat map'') of the
modular group on the 2-torus has strong chaotic dynamical properties such as
mixing and exponential decay of correlations. In this note we study stability
of this behaviour with respect to kicks. Our approach is based on geometric
group theory, and in particular on a new result on quasimorphisms of the
modular group."
arxiv,Polarization of an inequality,,http://arxiv.org/abs/0905.1426v2,http://arxiv.org/pdf/0905.1426v2,/home/admin/dev/VRA/Novelty/math_search/papers/Polarization_of_an_inequality.pdf,,,unit circle representation modular exponentiation,"We generalize a previous inequality related to a sharp version of the
Littlewood conjecture on the minimal $L_1$-norm of $N$-term exponential sums
$f$ on the unit circle. The new result concerns replacing the expression
$\log(1+t|f|^2)$ with $\log (\sum_{k=1}^K t_k|f_{k}|^2)$. The proof occurs on
the level of finite Toeplitz matrices, where it reduces to an inequality
between their polarized determinants (or ""mixed discriminants"")."
arxiv,Exponential Sums and Distinct Points on Arcs,,http://arxiv.org/abs/0812.4653v1,http://arxiv.org/pdf/0812.4653v1,/home/admin/dev/VRA/Novelty/math_search/papers/Exponential_Sums_and_Distinct_Points_on_Arcs.pdf,,,unit circle representation modular exponentiation,"Suppose that some harmonic analysis arguments have been invoked to show that
the indicator function of a set of residue classes modulo some integer has a
large Fourier coefficient. To get information about the structure of the set of
residue classes, we then need a certain type of complementary result. A
solution to this problem was given by Gregory Freiman in 1961, when he proved a
lemma which relates the value of an exponential sum with the distribution of
summands in semi-circles of the unit circle in the complex plane. Since then,
Freiman's Lemma has been extended by several authors. Rather than residue
classes, one has considered the situation for finitely many arbitrary points on
the unit circle. So far, Lev is the only author who has taken into
consideration that the summands may be bounded away from each other, as is the
case with residue classes. In this paper we extend Lev's result by lifting a
recent result of ours to the case of the points being bounded away from each
other."
arxiv,"On multiplicities in length spectra of semi-arithmetic hyperbolic
  surfaces",,http://arxiv.org/abs/2507.00211v1,http://arxiv.org/pdf/2507.00211v1,/home/admin/dev/VRA/Novelty/math_search/papers/On_multiplicities_in_length_spectra_of_semi-arithmetic_hyperbolic_surfaces.pdf,,,unit circle representation modular exponentiation,"We show that semi-arithmetic surfaces of arithmetic dimension two which admit
a modular embedding have exponential growth of mean multiplicities in their
length spectrum. Prior to this work large mean multiplicities were rigorously
confirmed only for the length spectra of arithmetic surfaces. We also discuss
the relation of the degeneracies in the length spectrum and quantization of the
Hamiltonian mechanical system on the surface."
arxiv,"On other two representations of the C-recursive integer sequences by
  terms in modular arithmetic",,http://arxiv.org/abs/2406.06436v1,http://arxiv.org/pdf/2406.06436v1,/home/admin/dev/VRA/Novelty/math_search/papers/On_other_two_representations_of_the_C-recursive_integer_sequences_by_terms_in_modular_arithmetic.pdf,,,unit circle representation modular exponentiation,"An integer sequence that is defined by initial values and a linear recurrence
with constant integer coefficients, can be represented by the difference of two
arithmetic terms containing exponentiation. All constants occuring in the term
are integers. While in the paper ""On the representation of C-recursive integer
sequences by arithmetic terms"" by Prunescu and Sauras-Altuzarra, the terms
consist of the remainder operation, applied on a division; the representations
shown here are a division applied to a remainder operation, respectively the
composition of two remainder operations."
arxiv,"An Efficient Quantum Algorithm for some Instances of the Group
  Isomorphism Problem",,http://arxiv.org/abs/1001.0608v1,http://arxiv.org/pdf/1001.0608v1,/home/admin/dev/VRA/Novelty/math_search/papers/An_Efficient_Quantum_Algorithm_for_some_Instances_of_the_Group_Isomorphism_Problem.pdf,,,unit circle representation modular exponentiation,"In this paper we consider the problem of testing whether two finite groups
are isomorphic. Whereas the case where both groups are abelian is well
understood and can be solved efficiently, very little is known about the
complexity of isomorphism testing for nonabelian groups. Le Gall has
constructed an efficient classical algorithm for a class of groups
corresponding to one of the most natural ways of constructing nonabelian groups
from abelian groups: the groups that are extensions of an abelian group $A$ by
a cyclic group $Z_m$ with the order of $A$ coprime with $m$. More precisely,
the running time of that algorithm is almost linear in the order of the input
groups. In this paper we present a quantum algorithm solving the same problem
in time polynomial in the logarithm of the order of the input groups. This
algorithm works in the black-box setting and is the first quantum algorithm
solving instances of the nonabelian group isomorphism problem exponentially
faster than the best known classical algorithms."
arxiv,Generalized Dedekind sums and equidistribution mod 1,,http://arxiv.org/abs/1509.04429v2,http://arxiv.org/pdf/1509.04429v2,/home/admin/dev/VRA/Novelty/math_search/papers/Generalized_Dedekind_sums_and_equidistribution_mod_1.pdf,,,unit circle representation modular exponentiation,"Dedekind sums are well-studied arithmetic sums, with values uniformly
distributed on the unit interval. Based on their relation to certain modular
forms, Dedekind sums may be defined as functions on the cusp set of
$SL(2,\mathbb{Z})$. We present a compatible notion of Dedekind sums, which we
name Dedekind symbols, for any non-cocompact lattice $\Gamma&lt;SL(2,\mathbb{R})$,
and prove the corresponding equidistribution mod 1 result. The latter part
builds up on a paper of Vardi, who first connected exponential sums of Dedekind
sums to Kloosterman sums."
arxiv,"Fast Quantum Modular Exponentiation Architecture for Shor's
  Factorization Algorithm",,http://arxiv.org/abs/1207.0511v5,http://arxiv.org/pdf/1207.0511v5,/home/admin/dev/VRA/Novelty/math_search/papers/Fast_Quantum_Modular_Exponentiation_Architecture_for_Shor_s_Factorization_Algorithm.pdf,,,unit circle representation modular exponentiation,"We present a novel and efficient in terms of circuit depth design for Shor's
quantum factorization algorithm. The circuit effectively utilizes a diverse set
of adders based on the quantum Fourier transform (QFT) Draper's adders to build
more complex arithmetic blocks: quantum multiplier/accumulators by constants
and quantum dividers by constants. These arithmetic blocks are effectively
architected into a generic modular quantum multiplier which is the fundamental
block for modular exponentiation circuit, the most computational intensive part
of Shor's algorithm. The proposed modular exponentiation circuit has a depth of
about $2000n^{2}$ and requires $9n+2$ qubits, where $n$ is the number of bits
of the classical number to be factored. The total quantum cost of the proposed
design is $1600n^{3}$. The circuit depth can be further decreased by more than
three times if the approximate QFT implementation of each adder unit is
exploited."
arxiv,Analytic properties of spherical cusp forms on GL(n),,http://arxiv.org/abs/1712.05065v5,http://arxiv.org/pdf/1712.05065v5,/home/admin/dev/VRA/Novelty/math_search/papers/Analytic_properties_of_spherical_cusp_forms_on_GL_n_.pdf,,,unit circle representation modular exponentiation,"Let $\phi$ be an $L^2$-normalized spherical vector in an everywhere
unramified cuspidal automorphic representation of $\mathrm{PGL}_n$ over
$\mathbb{Q}$ with Laplace eigenvalue $\lambda_{\phi}$. We establish explicit
estimates for various quantities related to $\phi$ that are uniform in
$\lambda_{\phi}$. This includes uniforms bounds for spherical Whittaker
functions on $\mathrm{GL}_n(\mathbb{R})$, uniform bounds for the global
sup-norm of $\phi$, and uniform bounds for the ""essential support"" of $\phi$,
i.e. the region outside which it decays exponentially. The proofs combine
analytic and arithmetic tools."
arxiv,Kloosterman sums and Hecke polynomials in characteristics 2 and 3,,http://arxiv.org/abs/2012.00570v1,http://arxiv.org/pdf/2012.00570v1,/home/admin/dev/VRA/Novelty/math_search/papers/Kloosterman_sums_and_Hecke_polynomials_in_characteristics_2_and_3.pdf,,,unit circle representation modular exponentiation,"In this paper we give a modular interpretation of the $k$-th symmetric power
$L$-function of the Kloosterman family of exponential sums in characteristics 2
and 3, and in the case of $p=2$ and $k$ odd give the precise 2-adic Newton
polygon. We also give a $p$-adic modular interpretation of Dwork's unit root
$L$-function of the Kloosterman family, and give the precise 2-adic Newton
polygon when $k$ is odd.
  In a previous paper, we gave an estimate for the $q$-adic Newton polygon of
the symmetric power $L$-function of the Kloosterman family when $p \geq 5$. We
discuss how this restriction on primes was not needed, and so the results of
that paper hold for all $p \geq 2$."
arxiv,Moments of an exponential sum related to the divisor function,,http://arxiv.org/abs/1807.07341v1,http://arxiv.org/pdf/1807.07341v1,/home/admin/dev/VRA/Novelty/math_search/papers/Moments_of_an_exponential_sum_related_to_the_divisor_function.pdf,,,unit circle representation modular exponentiation,"We use the circle method to obtain tight bounds on the $L^p$ norm of an
exponential sum involving the divisor function for $p &gt; 2$."
arxiv,Faster Quantum Number Factoring via Circuit Synthesis,,http://arxiv.org/abs/1301.3210v1,http://arxiv.org/pdf/1301.3210v1,/home/admin/dev/VRA/Novelty/math_search/papers/Faster_Quantum_Number_Factoring_via_Circuit_Synthesis.pdf,,,unit circle representation modular exponentiation,"A major obstacle to implementing Shor's quantum number-factoring algorithm is
the large size of modular-exponentiation circuits. We reduce this bottleneck by
customizing reversible circuits for modular multiplication to individual runs
of Shor's algorithm. Our circuit-synthesis procedure exploits spectral
properties of multiplication operators and constructs optimized circuits from
the traces of the execution of an appropriate GCD algorithm. Empirically, gate
counts are reduced by 4-5 times, and circuit latency is reduced by larger
factors."
arxiv,Computing modular Galois representations,,http://arxiv.org/abs/1211.1635v5,http://arxiv.org/pdf/1211.1635v5,/home/admin/dev/VRA/Novelty/math_search/papers/Computing_modular_Galois_representations.pdf,,,unit circle representation modular exponentiation,"We compute modular Galois representations associated with a newform $f$, and
study the related problem of computing the coefficients of $f$ modulo a small
prime $\ell$. To this end, we design a practical variant of the complex
approximations method presented in the book edited by B. Edixhoven and J.-M.
Couveignes. Its efficiency stems from several new ingredients. For instance, we
use fast exponentiation in the modular jacobian instead of analytic
continuation, which greatly reduces the need to compute abelian integrals,
since most of the computation handles divisors. Also, we introduce an efficient
way to compute arithmetically well-behaved functions on jacobians, a method to
expand cuspforms in quasi-linear time, and a trick making the computation of
the image of a Frobenius element by a modular Galois representation more
effective. We illustrate our method on the newforms $\Delta$ and $E_4 \Delta$,
and manage to compute for the first time the associated faithful
representations modulo $\ell$ and the values modulo $\ell$ of Ramanujan's
$\tau$ function at huge primes for $\ell \in {11,13,17,19,29}$. In particular,
we get rid of the sign ambiguity stemming from the use of a non-faithful
representation as in J. Bosman's work. As a consequence, we can compute the
values of $\tau(p) \bmod 2^11.3^6.5^3.7.11.13.17.19.23.29.691 \approx
2.8.10^19$ for huge primes $p$. These representations lie in the jacobian of
modular curves of genus up to 22."
arxiv,"Truncated versions of Dwork's lemma for exponentials of power series and
  $p$-divisibility of arithmetic functiens",,http://arxiv.org/abs/1412.7014v2,http://arxiv.org/pdf/1412.7014v2,/home/admin/dev/VRA/Novelty/math_search/papers/Truncated_versions_of_Dwork_s_lemma_for_exponentials_of_power_series_and_p_-divisibility_of_arithmetic_functiens.pdf,,,unit circle representation modular exponentiation,"(Dieudonn\'e and) Dwork's lemma gives a necessary and sufficient condition
for an exponential of a formal power series $S(z)$ with coefficients in $Q_p$
to have coefficients in $Z_p$. We establish theorems on the $p$-adic valuation
of the coefficients of the exponential of $S(z)$, assuming weaker conditions on
the coefficients of $S(z)$ than in Dwork's lemma. As applications, we provide
several results concerning lower bounds on the $p$-adic valuation of the number
of permutation representations of finitely generated groups. In particular, we
give fairly tight lower bounds in the case of an arbitrary finite Abelian
$p$-group, thus generalising numerous results in special cases that had
appeared earlier in the literature. Further applications include sufficient
conditions for ultimate periodicity of subgroup numbers modulo $p$ for free
products of finite Abelian $p$-groups, results on $p$-divisibility of
permutation numbers with restrictions on their cycle structure, and a curious
""supercongruence"" for a certain binomial sum."
arxiv,Quadratic forms in 8 prime variables,,http://arxiv.org/abs/2108.10401v1,http://arxiv.org/pdf/2108.10401v1,/home/admin/dev/VRA/Novelty/math_search/papers/Quadratic_forms_in_8_prime_variables.pdf,,,unit circle representation modular exponentiation,"We give an asymptotic for the number of prime solutions to $Q(x_1,\dots, x_8)
= N$, subject to a mild non-degeneracy condition on the homogeneous quadratic
form $Q$.
  The argument initially proceeds via the circle method, but this does not
suffice by itself. To obtain a nontrivial bound on certain averages of
exponential sums, we interpret these sums as matrix coefficients for the Weil
representation of the symplectic group
$\operatorname{Sp}_8(\mathbf{Z}/q\mathbf{Z})$. Averages of such matrix
coefficients are then bounded using an amplification argument and a convergence
result for convolutions of measures, which reduces matters to understanding the
action of certain 12-dimensional subgroups in the Weil representation.
Sufficient understanding can be gained by using the basic represention theory
of $\operatorname{SL}_2(k)$, $k$ a finite field."
arxiv,"Faster construction of asymptotically good unit-cost error correcting
  codes in the RAM model",,http://arxiv.org/abs/1408.5518v2,http://arxiv.org/pdf/1408.5518v2,/home/admin/dev/VRA/Novelty/math_search/papers/Faster_construction_of_asymptotically_good_unit-cost_error_correcting_codes_in_the_RAM_model.pdf,,,unit circle representation modular exponentiation,"Assuming we are in a Word-RAM model with word size $w$, we show that we can
construct in $o(w)$ time an error correcting code with a constant relative
positive distance that maps numbers of $w$ bits into $\Theta(w)$-bit numbers,
and such that the application of the error-correcting code on any given number
$x\in[0,2^w-1]$ takes constant time. Our result improves on a previously
proposed error-correcting code with the same properties whose construction time
was exponential in $w$."
arxiv,Efficient Approximation of Quantum Channel Fidelity Exploiting Symmetry,,http://arxiv.org/abs/2308.15884v3,http://arxiv.org/pdf/2308.15884v3,/home/admin/dev/VRA/Novelty/math_search/papers/Efficient_Approximation_of_Quantum_Channel_Fidelity_Exploiting_Symmetry.pdf,,,unit circle representation modular exponentiation,"Determining the optimal fidelity for the transmission of quantum information
over noisy quantum channels is one of the central problems in quantum
information theory. Recently, [Berta-Borderi-Fawzi-Scholz, Mathematical
Programming, 2021] introduced an asymptotically converging semidefinite
programming hierarchy of outer bounds for this quantity. However, the size of
the semidefinite programs (SDPs) grows exponentially with respect to the level
of the hierarchy, thus making their computation unscalable. In this work, by
exploiting the symmetries in the SDP, we show that, for a fixed output
dimension of the quantum channel, we can compute the SDP in time polynomial
with respect to the level of the hierarchy and input dimension. As a direct
consequence of our result, the optimal fidelity can be approximated with an
accuracy of $\epsilon$ in $\mathrm{poly}(1/\epsilon, \text{input dimension})$
time."
arxiv,From continued fractions and quadratic functions to modular forms,,http://arxiv.org/abs/1301.7024v1,http://arxiv.org/pdf/1301.7024v1,/home/admin/dev/VRA/Novelty/math_search/papers/From_continued_fractions_and_quadratic_functions_to_modular_forms.pdf,,,unit circle representation modular exponentiation,"In this paper we study certain real functions defined in a very simple way by
Zagier as sums of infinite powers of quadratic polynomials with integer
coefficients. These functions give the even parts of the period polynomials of
the modular forms which are the coefficients in Fourier expansion of the kernel
function for Shimura-Shintani correspondence. We prove two conjectures of
Zagier showing that the sums converge exponentially. We also prove unexpected
results on the representation of these functions as sums over simple or reduced
quadratic forms and the positive or negative continued fraction of the
variable. These arise from more general results on polynomials of even degree.
Especially we give the even part of the Eichler integral on a real number x of
any cusp form for PSL(2,Z) in terms of the even part of its period polynomial
and the continued fraction of x."
arxiv,Quasi-Random profinite groups,,http://arxiv.org/abs/1202.4194v5,http://arxiv.org/pdf/1202.4194v5,/home/admin/dev/VRA/Novelty/math_search/papers/Quasi-Random_profinite_groups.pdf,,,unit circle representation modular exponentiation,"We will investigate quasi-randomness for profinite groups. We will obtain
bounds for the mininal degree of non-trivial representations of
$\mathrm{SL}_k(\mathbb{Z}/(p^n\mathbb{Z}))$ and
$\mathrm{Sp}_{2k}(\mathbb{Z}/(p^n\mathbb{Z}))$. Our method also delivers a
lower bound for the minimal degree of a faithful representation for these
groups. Using the suitable machinery from functional analysis, we establish
exponential lower and upper bounds for the supremal measure of a product-free
measurable subset of the profinite groups $\mathrm{SL}_{k}({\mathbb{Z}_p})$ and
$\mathrm{Sp}_{2k}(\mathbb{Z}_p)$. We also obtain analogous bounds for a special
subgroup of the automorphism group of a regular tree."
arxiv,Infinite Product Exponents for Modular Forms,,http://arxiv.org/abs/1606.06122v1,http://arxiv.org/pdf/1606.06122v1,/home/admin/dev/VRA/Novelty/math_search/papers/Infinite_Product_Exponents_for_Modular_Forms.pdf,,,unit circle representation modular exponentiation,"Recently, D. Choi obtained a description of the coefficients of the infinite
product expansions of meromorphic modular forms over $\Gamma_0(N)$. Using this
result, we provide some bounds on these infinite product coefficients for
holomorphic modular forms. We give an exponential upper bound for the growth of
these coefficients. We show that this bound is also a lower bound in the case
that the genus of the associated modular curve $X_0(N)$ is $0$ or $1$."
arxiv,From the Carlitz exponential to Drinfeld modular forms,,http://arxiv.org/abs/1910.00322v2,http://arxiv.org/pdf/1910.00322v2,/home/admin/dev/VRA/Novelty/math_search/papers/From_the_Carlitz_exponential_to_Drinfeld_modular_forms.pdf,,,unit circle representation modular exponentiation,"This paper contains the written notes of a course the author gave at the
VIASM of Hanoi in the Summer 2018. It provides an elementary introduction to
the analytic naive theory of Drinfeld modular forms for the simplest 'Drinfeld
modular group' GL 2 (Fq[$\theta$]) also providing some perspectives of
development, notably in the direction of the theory of vector modular forms
with values in certain ultrametric Banach algebras."
arxiv,The graphic nature of the symmetric group,,http://arxiv.org/abs/1305.4913v2,http://arxiv.org/pdf/1305.4913v2,/home/admin/dev/VRA/Novelty/math_search/papers/The_graphic_nature_of_the_symmetric_group.pdf,,,unit circle representation modular exponentiation,"We investigate a remarkable class of exponential sums which are derived from
the symmetric groups and which display a diverse array of visually appealing
features. Our interest in these expressions stems not only from their
astounding visual properties, but also from the fact that they represent a
novel and intriguing class of supercharacters."
arxiv,Measuring Quantum Entropy,,http://arxiv.org/abs/1711.00814v2,http://arxiv.org/pdf/1711.00814v2,/home/admin/dev/VRA/Novelty/math_search/papers/Measuring_Quantum_Entropy.pdf,,,unit circle representation modular exponentiation,"The entropy of a quantum system is a measure of its randomness, and has
applications in measuring quantum entanglement. We study the problem of
measuring the von Neumann entropy, $S(\rho)$, and R\'enyi entropy,
$S_\alpha(\rho)$ of an unknown mixed quantum state $\rho$ in $d$ dimensions,
given access to independent copies of $\rho$.
  We provide an algorithm with copy complexity $O(d^{2/\alpha})$ for estimating
$S_\alpha(\rho)$ for $\alpha&lt;1$, and copy complexity $O(d^{2})$ for estimating
$S(\rho)$, and $S_\alpha(\rho)$ for non-integral $\alpha&gt;1$. These bounds are
at least quadratic in $d$, which is the order dependence on the number of
copies required for learning the entire state $\rho$. For integral $\alpha&gt;1$,
on the other hand, we provide an algorithm for estimating $S_\alpha(\rho)$ with
a sub-quadratic copy complexity of $O(d^{2-2/\alpha})$. We characterize the
copy complexity for integral $\alpha&gt;1$ up to constant factors by providing
matching lower bounds. For other values of $\alpha$, and the von Neumann
entropy, we show lower bounds on the algorithm that achieves the upper bound.
This shows that we either need new algorithms for better upper bounds, or
better lower bounds to tighten the results.
  For non-integral $\alpha$, and the von Neumann entropy, we consider the well
known Empirical Young Diagram (EYD) algorithm, which is the analogue of
empirical plug-in estimator in classical distribution estimation. As a
corollary, we strengthen a lower bound on the copy complexity of the EYD
algorithm for learning the maximally mixed state by showing that the lower
bound holds with exponential probability (which was previously known to hold
with a constant probability). For integral $\alpha&gt;1$, we provide new
concentration results of certain polynomials that arise in Kerov algebra of
Young diagrams."
arxiv,Exponential sums in prime fields for modular forms,,http://arxiv.org/abs/2007.15482v2,http://arxiv.org/pdf/2007.15482v2,/home/admin/dev/VRA/Novelty/math_search/papers/Exponential_sums_in_prime_fields_for_modular_forms.pdf,,,unit circle representation modular exponentiation,"The main objective of this article is to study the exponential sums
associated to Fourier coefficients of modular forms supported at numbers having
a fixed set of prime factors. This is achieved by establishing an improvement
on Shparlinski's bound for exponential sums attached to certain recurrence
sequences over finite fields."
arxiv,Sampling Almost Periodic and related Functions,,http://arxiv.org/abs/1801.02564v2,http://arxiv.org/pdf/1801.02564v2,/home/admin/dev/VRA/Novelty/math_search/papers/Sampling_Almost_Periodic_and_related_Functions.pdf,,,unit circle representation modular exponentiation,"We consider certain finite sets of circle-valued functions defined on
intervals of real numbers and estimate how large the intervals must be for the
values of these functions to be uniformly distributed in an approximate way.
  This is used to establish some general conditions under which a random
construction introduced by Katznelson for the integers yields sets that are
dense in the Bohr group. We obtain in this way very sparse sets of real numbers
(and of integers) on which two different almost periodic functions cannot
agree, what makes them amenable to be used in sampling theorems for these
functions. These sets can be made as sparse as to have zero asymptotic density
or as to be t-sets, i.e., to be sets that intersect any of their translates in
a bounded set. Many of these results are proved not only for almost periodic
functions but also for classes of functions generated by more general complex
exponential functions, including chirps."
arxiv,"Unitary-Scaling Decomposition and Dissipative Behaviour in
  Finite-Dimensional Linblad Dynamics",,http://arxiv.org/abs/1512.09307v4,http://arxiv.org/pdf/1512.09307v4,/home/admin/dev/VRA/Novelty/math_search/papers/Unitary-Scaling_Decomposition_and_Dissipative_Behaviour_in_Finite-Dimensional_Linblad_Dynamics.pdf,,,unit circle representation modular exponentiation,"We investigate a decomposition of a unital Lindblad dynamical map of an open
quantum system into two distinct types of mapping on the Hilbert-Schmidt space
of quantum states. One component of the decomposed map corresponds to
reversible behaviours, while the other to irreversible characteristics. For a
finite dimensional system, we employ real vectors or Bloch representations and
express a dynamical map on the state space as a real matrix acting on the
representation. It is found that rotation and scaling transformations on the
real vector space, obtained from the real-polar decomposition, form building
blocks for the dynamical map. Consequently, the change of the linear entropy or
purity, which indicates dissipative behaviours, depends only on the scaling
part of the dynamical matrix. The rate of change of the entropy depends on the
structure of the scaling part of the dynamical matrix, such as eigensubspace
partitioning, and its relationship with the initial state. In particular, the
linear entropy is expressed as a weighted sum of the exponential-decay
functions in each scaling component, where the weight is equal to
$\vert\vec{x}_k(\rho)\vert^2$ of the initial state $\rho$ in the subspace. The
dissipative behaviours and the partition of eigensubspaces in the decomposition
are discussed and illustrated for qubit systems."
arxiv,"Retraction: Improved Approximation Schemes for Dominating Set Problems
  in Unit Disk Graphs",,http://arxiv.org/abs/2109.01283v3,http://arxiv.org/pdf/2109.01283v3,,,,unit circle representation modular exponentiation,"Retraction note: After posting the manuscript on arXiv, we were informed by
Erik Jan van Leeuwen that both results were known and they appeared in his
thesis[vL09]. A PTAS for MDS is at Theorem 6.3.21 on page 79 and A PTAS for
MCDS is at Theorem 6.3.31 on page 82. The techniques used are very similar. He
noted that the idea for dealing with the connected version using a constant
number of extra layers in the shifting technique not only appeared Zhang et
al.[ZGWD09] but also in his 2005 paper [vL05]. Finally, van Leeuwen also
informed us that the open problem that we posted has been resolved by
Marx~[Mar06, Mar07] who showed that an efficient PTAS for MDS does not exist
[Mar06] and under ETH, the running time of $n^{O(1/\epsilon)}$ is best possible
[Mar07]. We thank Erik Jan van Leeuwen for the information and we regret that
we made this mistake. Abstract before retraction: We present two
(exponentially) faster PTAS's for dominating set problems in unit disk graphs.
Given a geometric representation of a unit disk graph, our PTAS's that find
$(1+\epsilon)$-approximate solutions to the Minimum Dominating Set (MDS) and
the Minimum Connected Dominating Set (MCDS) of the input graph run in time
$n^{O(1/\epsilon)}$. This can be compared to the best known $n^{O(1/\epsilon
  \log {1/\epsilon})}$-time PTAS by Nieberg and Hurink~[WAOA'05] for MDS that
only uses graph structures and an $n^{O(1/\epsilon^2)}$-time PTAS for MCDS by
Zhang, Gao, Wu, and Du~[J Glob Optim'09]. Our key ingredients are improved
dynamic programming algorithms that depend exponentially on more essential
1-dimensional ""widths"" of the problems."
arxiv,Exponential sum estimate for systems including linear polynomials,,http://arxiv.org/abs/1607.08283v1,http://arxiv.org/pdf/1607.08283v1,/home/admin/dev/VRA/Novelty/math_search/papers/Exponential_sum_estimate_for_systems_including_linear_polynomials.pdf,,,unit circle representation modular exponentiation,"In his paper, W. M. Schmidt obtained an exponential sum estimate for systems
of polynomials not including linear polynomials, which was then used to apply
the Hardy-Littlewood circle method. We prove an analogous estimate for systems
including linear polynomials."
arxiv,Exponential sums with multiplicative coefficients and applications,,http://arxiv.org/abs/2103.16648v1,http://arxiv.org/pdf/2103.16648v1,/home/admin/dev/VRA/Novelty/math_search/papers/Exponential_sums_with_multiplicative_coefficients_and_applications.pdf,,,unit circle representation modular exponentiation,"We show that if an exponential sum with multiplicative coefficients is large
then the associated multiplicative function is ""pretentious"". This leads to
applications in the circle method, and a natural interpretation of the
local-global principle."
